"Date","Title","Content","qwen_lora2_情绪提取"
"2019-07-18 15:58:26","方正证券迎来新的首席经济学家：北大光华学院博导颜色出任","时隔一年半，方正证券再度迎来首席经济学家。7月18日，方正证券研究所发布消息称，北京大学光华管理学院博士生导师、北京大学经济政策研究所副所长颜色将担任方正证券首席经济学家。简历显示，颜色获得北京大学经济学学士、硕士学位，美国UCLA经济系博士学位，曾任渣打银行资深经济学家。目前担任世界经济史协会中国执委、中国人民银行青联委员、CF40论坛青年学术委员。颜色对宏观经济政策、货币、金融和外汇市场有较为深入研究，常年为国家相关部门和金融市场提供经济政策咨询与分析服务。颜色的研究方向为宏观经济学、中国经济和经济史。在《Journal of International Economics》、《International Economic Review》、《经济研究》、《管理世界》等国内外著名期刊发表数十篇论文，研究课题获得美国国家自然科学基金、中国国家社科基金和中国教育部人文社科基金资助。方正证券研究所官方微信消息显示，颜色解释了自己之所以选择方正证券的原因。他表示，方正证券研究所经历多年卖方研究积淀，研究覆盖齐全，拥有大约30个研究小组，研究评选综合实力持续位居前十。“与方正证券合作，是为了在更大的平台上展示自己对于宏观经济和政策的理解，为金融行业乃至整个经济奉献更多的自身价值。北大光华和方正证券同根同源，此番产学研合作是学术研究和商业研究的强强联合。”谈及随后的工作计划，颜色表示，首先，要携手方正证券总量研究团队提升专业性和影响力。一个好的研究所要立足于深度研究，练好内功是更好地理解市场、服务客户的关键。第二，努力加强与一行两会，发改委、财政部等部委的沟通，深化对政策的理解。第三，协助方正证券与重点客户建立长期、稳定、深入的协作共赢关系。颜色的研究方向为宏观经济学、中国经济和经济史，那么他是如何预测2019年全年经济形势？他指出，目前经济工作的主线为决胜小康，有两个要素对其非常重要，第一是稳增长，第二是防风险，两手都要硬。但是在稳增长和防风险之间如何平衡是非常需要政策制定者思考的问题。“我们认为当下经济政策的着眼点是托底与防风险，在三季度立刻进行大规模的财政与货币政策刺激的空间非常小，因为这样的刺激可能会带来系统性金融风险，进一步提高杠杆率。因此我们认为三季度的经济形势还会逐步探底。”他进一步强调，政策的重心可能在四季度开始逐渐从防风险转到稳增长。因为决胜小康的目标要求今明两年平均GDP增速达到6.3%左右，从目前经济运行趋势来看，今年GDP增速达到6.3%的难度较大，所以四季度有较大可能进行更大程度的财政与货币政策的逆周期调节。所以颜色认为，经济大概率会在今年四季度，特别是年底时见底。明年之后，预期将会逐步改善，经济企稳回升 。","该文本情感是积极的。"
"2019-07-18 14:07:15","时隔一年半 方正证券再度迎来首席经济学家","7月18日，方正证券研究所宣布，时隔一年半，方正证券再度迎来首席经济学家，由颜色担任。颜色为北京大学光华管理学院博士生导师、北京大学经济政策研究所副所长。曾任渣打银行资深经济学家。目前担任世界经济史协会中国执委、中国人民银行青联委员、CF40论坛青年学术委员。研究方向为宏观经济学、中国经济和经济史。颜色表示，方正证券研究所经历多年卖方研究积淀，研究覆盖齐全，拥有大约30个研究小组，研究评选综合实力持续位居前十。与方正证券合作，是为了在更大的平台上展示自己对于宏观经济和政策的理解，为金融行业乃至整个经济奉献更多的自身价值。","该文本情感是积极的。"
"2019-07-16 14:42:04","方正证券股份有限公司 第三届董事会第二十八次会议决议公告","证券代码：601901 证券简称：方正证券公告编号：2019-065本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。方正证券股份有限公司(以下简称“公司”)第三届董事会第二十八次会议于2019年7月15日以现场、视频加电话方式召开。现场会议设在北京市西城区丰盛胡同28号太平洋保险大厦11层会议室。本次会议的通知和会议资料于2019年7月10日以电子邮件方式发出。本次会议由董事长施华先生召集和主持，应出席董事9名，实际出席董事9名(施华先生因工作原因以视频方式参会，高利先生现场参会，何亚刚先生、廖航女士、汪辉文先生、胡滨先生、叶林先生、李明高先生、吕文栋先生因工作原因以电话方式参会)，公司两名监事及董事会秘书列席了会议，监事曾毅先生已被暂停职务未列席会议。本次会议的召集、召开程序符合《公司法》、公司《章程》的有关规定。经审议，本次会议形成如下决议：审议通过了《关于聘任董事会秘书的议案》经董事长提名，董事会提名委员会审核，董事会同意聘任何亚刚先生为公司董事会秘书，其任期与第三届董事会任期一致。公司独立董事发表独立意见如下：拟任董事会秘书的提名、审核及聘任程序符合《公司法》及公司《章程》的相关规定；经审查个人履历等相关资料，我们认为何亚刚先生具备担任上市公司董事会秘书的履职能力；我们同意聘任何亚刚先生为公司董事会秘书。表决结果：赞成9票，反对0票，弃权0票。特此公告。方正证券股份有限公司董事会2019年7月16日附件何亚刚先生简历何亚刚先生，1964年5月出生，硕士，现任公司董事、执行委员会副主任、总裁、首席运营官(COO)。曾任泰阳证券有限责任公司总裁、方正证券有限责任公司副总裁、公司副总裁、执行委员会委员；曾任中国民族证券有限责任公司董事长、瑞信方正证券有限责任公司监事会主席、方正富邦基金管理有限公司监事。2013年12月至今任方正中期期货有限公司董事；2017年5月至今任方正富邦基金管理有限公司董事长、方正和生投资有限责任公司董事长、方正富邦创融资产管理有限公司董事；2017 年7月至今任方正证券(香港)金融控股有限公司董事；2018年11月至今任瑞信方正证券有限责任公司董事。2015年2月至今任公司董事，2015年7月至今任公司执行委员会副主任、总裁、首席运营官(COO)。何亚刚先生未持有公司股份，与公司控股股东、实际控制人及持有公司5%以上股份的股东不存在关联关系，未受过中国证监会的行政处罚和证券交易所惩戒。","情感倾向是积极。"
"2019-07-12 14:18:41","方正证券股份有限公司关于公司涉及诉讼的公告","证券代码：601901 证券简称：方正证券公告编号：2019-064本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。重要内容提示：所处诉讼阶段：立案阶段公司所处当事人地位：被告本次诉讼不涉及金额，对公司本期利润及期后利润均无影响。方正证券股份有限公司(以下简称“方正证券”或“公司”)于2019年7月11日收到湖南省长沙市天心区人民法院发来的《应诉通知书》((2019)湘0103民初5419号)《传票》《民事起诉状》等诉讼文书，公司股东北京政泉控股有限公司(以下简称“政泉控股”)以公司决议撤销纠纷为由对公司提起诉讼，湖南省长沙市天心区人民法院已受理该案。一、本次诉讼的基本情况(一)各方当事人原告：北京政泉控股有限公司被告：方正证券股份有限公司(二)原告主张的主要诉讼事实及理由方正证券第三届董事会第二十六次会议于2019年5月29日审议通过了《关于停止向政泉控股发放公司2018年度红利的议案》(以下简称“《议案》”)，政泉控股认为上述决议的作出程序以及决议内容均严重违反了《方正证券股份有限公司章程》(以下简称“《章程》”)的规定：1。独立董事未就《议案》发表独立意见并予以披露，违反《章程》第二百四十九条的规定；2。政泉控股已完成出资义务，不存在抽逃出资行为，方正证券董事会限制股东权利违反了《章程》中股东依据股东名册享有权利，以及依据持有股份比例进行分红的规定。(三)原告诉讼请求1。撤销方正证券董事会于2019年5月29日作出的通过《关于停止向政泉控股发放公司2018年度红利的议案》的决议。2。判令被告方正证券承担本案的诉讼费用。二、本次公告的诉讼对公司本期利润或期后利润等的影响公司将积极答辩应诉本案。本次诉讼不涉及金额，对公司本期利润及期后利润均无影响。公司将按照相关规定，对本次诉讼的进展情况及时履行信息披露义务，敬请投资者注意投资风险。特此公告。方正证券股份有限公司董事会2019年7月12日","该文本情感是中性的。"
"2019-07-12 08:53:54","方正证券：股东政泉控股提起诉讼","7月11日，方正证券发布公告称，公司于今日收到湖南省长沙市天心区人民法院发来的《应诉通知书》《传票》《民事起诉状》等诉讼文书，公司股东政泉控股以公司决议撤销纠纷为由对公司提起诉讼，湖南省长沙市天心区人民法院已受理该案。公司于2019年5月29日审议通过了《关于停止向政泉控股发放公司2018年度红利的议案》。政泉控股认为，上述决议的作出程序以及决议内容均严重违反了《方正证券股份有限公司章程》的规定，即独立董事未就《议案》发表独立意见并予以披露，违反《章程》第二百四十九条的规定；政泉控股已完成出资义务，不存在抽逃出资行为，方正证券董事会限制股东权利违反了《章程》中股东依据本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。政泉控股要求撤销公司董事会于通过《关于停止向政泉控股发放公司2018年度红利的议案》的决议，并判令被告方正证券承担本案的诉讼费用。方正证券表示，公司将积极答辩应诉此案。此次诉讼不涉及金额，对公司此期利润及期后利润均无影响。公司将按照相关规定，对此次诉讼的进展情况及时履行信息披露义务。","该文本情感是中性的。"
"2019-07-11 21:25:05","方正证券：股东政泉控股提起诉讼 要求撤销停止向其发放2018年度红利议案","7月11日，方正证券发布公告称，公司于今日收到湖南省长沙市天心区人民法院发来的《应诉通知书》《传票》《民事起诉状》等诉讼文书，公司股东政泉控股以公司决议撤销纠纷为由对公司提起诉讼，湖南省长沙市天心区人民法院已受理该案。公司于2019年5月29日审议通过了《关于停止向政泉控股发放公司2018年度红利的议案》。政泉控股认为，上述决议的作出程序以及决议内容均严重违反了《方正证券股份有限公司章程》的规定，即独立董事未就《议案》发表独立意见并予以披露，违反《章程》第二百四十九条的规定；政泉控股已完成出资义务，不存在抽逃出资行为，方正证券董事会限制股东权利违反了《章程》中股东依据本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。政泉控股要求撤销公司董事会于通过《关于停止向政泉控股发放公司2018年度红利的议案》的决议，并判令被告方正证券承担本案的诉讼费用。方正证券表示，公司将积极答辩应诉此案。此次诉讼不涉及金额，对公司此期利润及期后利润均无影响。公司将按照相关规定，对此次诉讼的进展情况及时履行信息披露义务。","该文本情感是中性的。"
"2019-07-05 19:12:15","方正证券：获准设立30家分支机构","方正证券(601901)7月5日晚公告，公司当日收到湖南证监局的批复，获准设立30家分支机构。","该文本情感是积极的。"
"2019-06-19 15:41:59","2018年32家券商公益性支出达4.4亿元 方正证券以4667.6万元居首","今日，证券业协会公布了2018年度98家证券公司脱贫攻坚等社会责任履行情况专项数据。统计指标包括结对帮扶国家级贫困县落实情况、服务贫困地区企业首次公开发行股票并上市项目个数、推荐贫困地区企业在全国中小企业股份转让系统挂牌项目个数、其他方式服务贫困地区企业融资金额、公益性支出情况、绿色债券(含资产证券化产品)及创新创业公司债已发行总金额、地方政府债券实际中标金额等。其中，协会公布了2018年公益性支出金额在500万元以上的公司，共计有32家，支出金额合计4.4亿元。其中，方正证券、广发证券、中天国富、国泰君安、东方证券排名前五，支出金额分别为4667.6万元、3776.5万元、3066万元、2965.4万元、2826.8万元；从公益性支出占比来看，华西证券、方正证券等券商占比超过8%。结对帮扶国家级贫困县数量方面，方正证券落实12个，中泰证券落实10个；服务贫困地区企业首次公开发行股票并上市项目个数方面，华林证券、西部证券、浙商证券各完成1个项目。","该文本情感是积极的。"
"2019-06-12 15:21:24","方正证券股份有限公司关于2018年年度股东大会增加临时提案暨补充通知的公告","证券代码：601901 证券简称：方正证券公告编号：2019-056方正证券股份有限公司关于2018年年度股东大会增加临时提案暨补充通知的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。特别提示：本次股东大会第13项议案与新增第14项议案内容存在互斥情况，请谨慎投票表决，股东或其代理人不得对议案13与议案14同时投同意票；股东或其代理人对议案13与议案14同时投同意票的，对议案13与议案14的投票均不视为有效投票。一、股东大会有关情况1。股东大会类型和届次：2018年年度股东大会2。股东大会召开日期：2019年6月20日3。股权登记日二、增加临时提案的情况说明1。提案人：北京政泉控股有限公司2。提案程序说明公司已于2019年5月30日公告了股东大会召开通知，单独持有21.86%股份的股东北京政泉控股有限公司，在2019年6月10日提出临时提案并书面提交股东大会召集人。股东大会召集人按照《上市公司股东大会规则》有关规定，现予以公告。","该文本情感是中性的。"
"2019-06-06 16:32:20","方正证券：母公司5月份净利润4729万元","方正证券(601901)6月6日晚间公告，2019年5月，方正证券(母公司)净利润为4728.59万元。公司此前披露，方正证券(母公司)4月份净利润为1.47亿元。","以上文本情感是积极的。"
"2019-05-30 14:31:38","第二大股东被控抽逃出资 方正证券拒发4679万分红","(原标题：第二大股东被控抽逃出资方正证券拒发4679万分红)作为方正证券的第二大股东，北京政泉控股有可能拿不到方正证券2018年度的分红款。此事涉及方正证券与北京政泉控股之间的多年纠纷。昨日，方正证券召开董事会全票通过了一个特别的议案——即停止向政泉控股发放2018年度红利，预计涉及4679万元分红款。不过，该议案还需于6月20日经股东大会审议通过方可生效。此外，方正证券还向湖南高院提起诉讼，要求政泉控股返还2015年度及2017年度分红，涉及金额达1.8亿元。拒发4679万元分红按照方正证券的公告，2014年8月北京政泉控股在以其所持民族证券股权作为出资、换股成为方正证券股东，且在政泉控股实际控制民族证券期间，发生了涉及20.5亿元的违法违规行为，造成巨额资金至今未收回。经辽宁省高级人民法院裁定，上述行为构成变相抽逃出资。“为维护公司及股东利益，现提请股东大会审议停止向政泉控股发放2018年度红利的议案。”方正证券表示。年报显示，截至2018年底，政泉控股共持有方正证券近18亿股(均处于冻结状态)，占比为21.86%，为方正证券第二大股东，一季末该持股比例不变。根据2018年度利润分配预案，按照每10股派发现金红利0.26元(含税)来计算，则政泉控股预计2018年度应获派分红约4679万元(含税)。此外，方正证券称，公司已向湖南省高级人民法院提起诉讼，要求政泉控股返还2015年度及2017年度分红，依法判令政泉控股在改正抽逃出资行为前停止行使在公司的全部股东权利，并依法判令被告政泉控股赔偿其所抽逃资金的利息损失。数据显示，此前在2016年7月，方正证券向政泉控股派发2015年度分红共计1.62亿元；2018年8月派发2017年年度分红共计1800万元，两者合计1.8亿元。政泉控股被指控抽逃转移资金方正证券与政泉控股之间的纠纷，起因还得追溯到2014年。2014年8月，方正证券成功发行股份收购民族证券，民族证券前控股股东政泉控股通过换股成为方正证券第二大股东，并在一定时间内仍实际控制民族证券。法院已生效的刑事判决认定，2014年9月，政泉控股的实际控制人因旗下多家公司资金紧张，授意时任民族证券董事长赵大建、副总裁单蔚良和财务总监杨英利用民族证券筹集资金。","情感倾向是消极。"
"2019-05-30 07:48:59","拒发近5000万分红款！方正证券与二股东又“闹上”法庭 追索此前分红1.8亿！","拒发近5000万分红款！方正证券与二股东又“闹上”法庭，追索此前分红1.8亿！政泉控股被控抽逃资金超20亿作为方正证券的第二大股东，北京政泉控股有限公司(简称“政泉控股”)很可能拿不到方正证券2018年度近5000万元的分红款。个中原因，乃涉及到方正证券与政泉控股之间长近5年纠纷。昨日，方正证券召开董事会全票通过了一个特别的议案——即停止向政泉控股发放2018年度红利，预计涉及4679万元分红款。不过，该议案还需于6月20日经股东大会审议通过方可生效。此外，方正证券还向湖南高院提起诉讼，要求政泉控股返还2015年度及2017年度分红，合计达1.8亿元。政泉控股被拒发4679万分红按照方正证券的公告描述，2014年8月政泉控股以其所持民族证券股权作为出资、换股成为方正证券股东，且在政泉控股实际控制民族证券期间，发生了涉及20.5亿元的违法违规行为，造成巨额资金至今未收回。方正证券董事会公告还介绍，经辽宁高院裁定，上述行为构成变相抽逃出资。“为维护公司及股东利益，现提请股东大会审议停止向政泉控股发放2018年度红利的议案。”方正证券表示。年报显示，截至2018年底，政泉控股共持有方正证券约18亿股(均处于冻结状态)，占比为21.86%，为方正证券第二大股东。根据2018年度利润分配预案，按照每10股派发现金红利0.26元(含税)来计算，则政泉控股预计应获派分红款约4679万元(含税)。不仅如此，方正证券还介绍，该公司已向湖南省高级人民法院提起诉讼，要求政泉控股返还2015年度及2017年度分红，依法判令政泉控股在改正抽逃出资行为前停止行使在该公司的全部股东权利，并依法判令被告政泉控股赔偿其所抽逃资金的利息损失。数据显示，此前在2016年7月，方正证券向政泉控股派发2015年度分红共计1.62亿元；2018年8月派发2017年年度分红共计1800万元，两者合计1.8亿元。民族证券移交前被抽逃20.5亿方正证券与政泉控股之间的纠纷，起因还得追溯到2014年。2014年8月，方正证券成功发行股份收购民族证券，民族证券前控股股东政泉控股通过换股成为方正证券第二大股东，并在一定时间内仍实际控制民族证券。法院已生效的刑事判决认定，2014年9月，政泉控股实际控制人因多家公司资金紧张，授意时任民族证券董事长赵大建、副总裁单蔚良和财务总监杨英利用民族证券筹集资金。后未经民族证券股东会、董事会同意，赵大建等人利用职务便利，于2014年9月至12月期间，分7笔将民族证券自有资金共计20.5亿元转移到四川信托，又通过光明石业等与四川信托签订单一信托贷款合同将上述资金转出。这导致民族证券刚成为方正证券全资子公司后的四个月内，资产价值即大幅降低，也导致方正证券所持有的民族证券股权价值大幅降低。截至目前，上述被政泉控股抽逃的20.5亿元款项，依然还有16.39亿元未收回。上述抽逃资金行为也已获得法院机关正式裁判。2018年12月，辽宁省高级人民法院的公开宣判，认定被告单位政泉控股及五名被告人罪名成立，并分别依法判处相应刑罚。具体判决内容主要有：","情感倾向是消极。"
"2019-05-29 18:45:34","方正证券：终止方正中期期货与方正物产共同增资上海际丰的关联交易","5月29日，方正证券发布公告称，因上海际丰业务方向调整，经方正中期期货、方正物产及上海际丰三方友好协商，公司董事会同意终止公司控股子公司方正中期期货与方正物产共同增资上海际丰的关联交易。据悉，公司第三届董事会第十五次会议曾同意方正中期期货与方正物产共同增资上海际丰，其中方正中期期货以人民币1.21亿元认缴上海际丰新增注册资本人民币1.05亿元，溢价出资部分计入上海际丰资本公积金；方正物产以人民币2.45亿元认缴新增注册资本人民币2.45亿元。方正证券表示，截至目前，方正中期期货与方正物产尚未实际增资，上海际丰仍为方正中期期货全资子公司。终止上述增资暨关联交易符合上海际丰调整后的业务发展方向及实际情况，不会对公司的经营发展和财务状况产生不利影响，不会损害公司及全体股东的利益。","该文本情感是中性的。"
"2019-05-28 16:00:03","800余位投资者索赔方正证券3亿元 500余案件开庭在即","近日，备受各界关注的投资者诉方正证券(601901)虚假陈述责任纠纷案又有新进展。“我们刚刚接到长沙市中级人民法院通知，投资者诉方正证券等证券虚假陈述责任纠纷案(本批共595件)定于2019年6月11日上午9时在长沙市中级人民法院开庭审理。”广东奔犇律师事务所主任刘国华律师表示。刘国华律师表示，目前800余投资者向方正证券等索赔3亿余元，而其他受损投资者仍可索赔。根据法院一审判决，2011年8月9日至2015年7月14日买入且在2015年7月15日及之后卖出或持有方正证券股票的受损投资者符合索赔资格。回溯前情，2015年7月14日， 方正证券收到中国证监会《调查通知书》，因公司涉嫌未披露控股股东与其他股东间关联关系等信息披露违法违规，中国证监会根据《中华人民共和国证券法》的有关规定，决定对公司立案调查。2017年5月9日，公司收到中国证监会《行政处罚决定书》([2017]42号)，证监会决定对方正证券责令改正，给予警告并分别处以60万元罚款，对其他有责主体也给予了相应的处罚。根据方正证券的公告，截至2019年5月25日，公司涉及证券虚假陈述责任纠纷案件共计868件，合计涉诉金额为3.15亿元。长沙中院已作出一审判决案件共计258件(注：均已上诉或处于上诉期间内，尚未生效)，公司等被告需承担赔偿责任的金额合计3526.43万元(含赔偿金额、案件受理费)。“长沙法院安排投资者诉方正证券等证券虚假陈述责任纠纷案(本批共595件)于2019年6月11日上午9时在长沙市中级人民法院开庭审理，涉及金额一亿余元。”刘国华介绍说，实际上，投资者诉方正证券等证券虚假陈述责任纠纷案已有胜诉判决。方正证券在2019年1月22日发布的《方正证券关于公司涉及诉讼的进展公告》中称，当日，公司收到湖南省长沙市中级人民法院送达的共计 249 件案件《民事判决书》( 2018 湘 01 民初142 号等 249 案)，长沙中院已对 249 名原告投资者诉公司等被告证券虚假陈述责任纠纷系列案件审理终结并作出一审判决。长沙中院经审理认为，综合考量证券市场系统风险因素、方正证券2015年发布的一系列利空公告以及原告自身投资的风险因素后，酌情确定被告的虚假陈述行为对原告造成的损失承担30%的责任，涉及诉讼金额8054.44万元，判决金额2240.71万元(含赔偿金额、案件受理费)。方正证券、方正集团合计赔偿金额2209.33万元。","该文本情感是中性的。"
"2019-05-23 10:47:37","券商板块走强 方正证券大涨5%","方正证券大涨5%，国元证券、长城证券涨逾2%，中信建投小幅跟涨。","情感倾向是积极。"
"2019-05-20 11:15:50","券商股、互联网金融发力 方正证券涨停 三大指数跌幅收窄","券商股盘中发力，板块呈现普涨格局，方正证券涨停、华创阳安涨逾5%，中信建投、长城证券、中国银河、华鑫股份等纷纷跟涨。互联网金融走强，同花顺，科蓝软件、金证股份等涨逾4%。两市快速反弹收窄跌幅，沪指目前跌0.41%，此前一度跌逾1%；创业板跌0.29%，深成指跌0.75%，此前一度跌逾2%。","该文本情感是积极的。"
"2019-05-16 17:58:54","方正证券股份有限公司涉及诉讼的公告","证券代码：601901 证券简称：方正证券公告编号：2019-049方正证券股份有限公司涉及诉讼的公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。重要内容提示：所处诉讼阶段：案件执行公司所处当事人地位：申请执行人涉案金额：本金合计44,794万元案件尚在执行过程中，暂无法判断对公司本期利润或期后利润的影响。一、本次诉讼的基本情况2017年，天津信利隆科技有限公司(以下简称“天津信利隆”)作为融入方与方正证券股份有限公司(以下简称“公司”)开展了3笔股票质押式回购交易。天津信利隆以持有的66,635,543股北讯集团股票(*ST北讯，证券代码：002359)质押给公司进行融资。保证人陈岩及其配偶于茜茜、天津中融合科技有限公司(简称“天津中融合”)均与公司签订了保证合同，为天津信利隆的全部债务提供连带责任保证担保。此外，天津中融合还以其所持有五佛山文化旅游开发有限公司90%股权(对应认缴出资额人民币27,000万元)为天津信利隆履行全部债务提供质押担保。上述主协议及担保文件均办理了赋予强制执行效力的合同公证。因债务人天津信利隆未按合同约定偿还债务，上述3笔股票质押式回购交易于2018年8月-9月期间均发生违约。经公司多次协商及催收，融入方及各保证人均未向公司偿还债务。为维护公司自身权益，根据公证处出具的《执行证书》等文件，公司依法向广东省深圳市中级人民法院(以下简称“深圳中院”)申请了强制执行，要求融入方天津信利隆及担保方陈岩、于茜茜、天津中融合等被执行人立即偿还欠付公司的3笔股票质押式回购交易融资本金(本金合计44,794万元)及相应的利息、违约金、实现债权和质权的费用等全部债务。2019年5月14日，公司收到深圳中院出具的《案件受理通知书》，深圳中院已受理公司对该案件的执行申请，决定立案执行。目前该案件正在执行过程中。二、本次诉讼对公司本期利润或期后利润等的影响目前，公司各项经营业务情况正常。鉴于该案件尚在执行过程中，暂无法判断对公司本期利润或期后利润的影响。公司将按照相关规定，对本案的进展情况及时履行信息披露义务，敬请投资者注意投资风险。特此公告。方正证券股份有限公司董事会2019年5月16日","以上文本情感是中性的。"
"2019-05-16 11:36:28","客户股票质押违约后方正证券欲追讨4.48亿元 已向深圳中院申请强制执行","因客户在公司开展的3笔股票质押式回购交易发生违约，作为申请执行人的方正证券股份有限公司(601901.SZ，以下简称“方正证券”)正欲追讨涉及违约款的4.48亿元。5月15日，方正证券发布《涉及诉讼的公告》称，2017年，天津信利隆科技有限公司(以下简称“天津信利隆”)作为融入方与公司开展了3笔股票质押式回购交易。天津信利隆以持有的66,635,543股北讯集团股份有限公司(002359.SZ、以下简称“*ST北讯”)的股票质押给方正证券进行融资。保证人陈岩及其配偶于茜茜、天津中融合科技有限公司(以下简称“天津中融合”)均与方正证券签订了保证合同，为天津信利隆的全部债务提供连带责任保证担保。此外，天津中融合还以其所持有五佛山文化旅游开发有限公司90%股权(对应认缴出资额人民币27,000万元)为天津信利隆履行全部债务提供质押担保。上述主协议及担保文件均办理了赋予强制执行效力的合同公证。因债务人天津信利隆未按合同约定偿还债务，上述3笔股票质押式回购交易于2018年8月-9月期间均发生违约。上述方正证券发布的公告称，经公司多次协商及催收，融入方及各保证人均未向方正证券偿还债务。为维护公司自身权益，根据公证处出具的《执行证书》等文件，方正证券依法向广东省深圳市中级人民法院(以下简称“深圳中院”)申请了强制执行，要求融入方天津信利隆及担保方陈岩、于茜茜、天津中融合等被执行人立即偿还欠付公司的3笔股票质押式回购交易融资本金4.48亿元及相应的利息、违约金、实现债权和质权的费用等全部债务。方正证券在上述公告中表示，2019年5月14日，公司收到深圳中院出具的《案件受理通知书》，深圳中院已受理公司对该案件的执行申请，决定立案执行。目前该案件正在执行过程中。方正证券表示，目前，公司各项经营业务情况正常。鉴于该案件尚在执行过程中，暂无法判断对公司本期利润或期后利润的影响。公司将按照相关规定，对本案的进展情况及时履行信息披露义务，敬请投资者注意投资风险。根据方正证券今年一季度财报，报告期内方正证券实现营收18.45亿元，同比增42.39%；实现归母净利润为5.88亿元，同比增85.66%。截至5月15日收盘，方正证券股价报收6.68元/股，总市值550亿元。","以上文本情感是中性的。"
"2019-05-15 23:09:07","申请强制执行！方正证券追讨4.5亿","受去年股票市场波动加剧等多方面因素影响，因为股权质押纠纷而对簿公堂的案例开始逐渐增多。据基金君不完全统计，去年至少有12家券商股票质押诉讼缠身，而这其中，也包括方正证券。15日晚间，方正证券发布公告称，因债务人天津信利隆科技有限公司(以下简称“天津信利隆”)未按合同约定偿还债务，公司已经向深圳中院申请了强制执行，涉及资金4.48亿元，目前，深圳中院已经决定立案执行。4.48亿元股票质押业务遭违约方正证券申请强制执行事情是这样的。2017 年，天津信利隆作为融入方与方正证券开展了3 笔股票质押式回购交易。天津信利隆以持有的6663.55万股北讯集团股票(*ST 北讯) 质押给方正证券进行融资。保证人陈岩及其配偶于茜茜、天津中融合科技有限公司(简称“天津中融合”)均与方正证券签订了保证合同，为天津信利隆的全部债务提供连带责任保证担保。根据北讯集团2018年年报，天津信利隆为其第二大股东，持股比例为9.13%。此外，天津中融合还以其所持有五佛山文化旅游开发有限公司90% 股权(对应认缴出资额2.7亿元)为天津信利隆履行全部债务提供质押担保。上述主协议及担保文件均办理了赋予强制执行效力的合同公证。不过，上述3 笔股票质押式回购交易于2018年8 月-9月期间均发生违约。经过多次协商及催收，融入方及各保证人均未向方正证券偿还债务。因此，方正证券向深圳中院申请强制执行，要求融入方天津信利隆及担保方陈岩、于茜茜、天津中融合等被执行人立即偿还欠付公司的3笔股票质押式回购交易融资本金，合计 4.48亿元。2019 年5 月14日，公司收到深圳中院出具的《案件受理通知书》，深圳中院已受理公司对该案件的执行申请，决定立案执行。目前该案件正在执行过程中。","以上文本情感极性属于消极。"
"2019-05-15 17:00:02","方正证券：瑞士信贷向瑞信方正增资事项已完成国有资产监督管理部门的相关审批及备案程序","方正证券(601901.SH)披露瑞士信贷对瑞信方正非公开协议单方面增资的进展，2019年5月14日，公司收到经教育部备案的《国有资产评估项目备案表》，中联资产评估集团有限公司出具的《瑞信方正证券有限责任公司拟增资扩股项目资产评估报告》(中联评报字【2019】第129号)已完成在教育部的备案程序，以2018年7月31日为评估基准日，瑞信方正净资产评估价值约17.40亿元，评估增值约8.74亿元，增值率为101.00%。此次增资事项已完成国有资产监督管理部门的相关审批及备案程序。此次增资尚需履行相关监管部门的审批程序，审批时间及结果均存在一定的不确定性；此次增资的交割需满足一定的先决条件，先决条件能否满足存在一定的不确定性；此次增资事项最终能否实施存在不确定性。此前公告披露，瑞士信贷拟以非公开协议方式单方面向瑞信方正增资，增资完成后，瑞士信贷对瑞信方正的持股比例由增资前的33.30%提高至51.00%，并成为瑞信方正的控股股东；公司放弃此次增资权，对瑞信方正的持股比例由增资前的66.70%降低至49.00%。","该文本情感是积极的。"
"2019-04-24 15:52:40","方正证券：即将与民族证券实施经纪业务及客户整体迁移合并","方正证券(601901)4月23日晚间公告，方正证券、民族证券定于2019年5月24日日终清算完成后，实施经纪业务及客户整体迁移合并，将民族证券的经纪业务及该业务相关客户整体迁移合并入方正证券。","以上文本情感是中性的。"
